session_id,user_id,user_type,start_hour,duration_minutes,late_night,avg_load,max_load,load_variance,has_quiz,quiz_score,message_count,whiteboard_actions,burnout_risk,performance
1701,17,advanced,17,144,0,0.7,0.76,0.0009,1,90.7,8,20,low,A
1702,147,beginner,6,23,0,0.85,1.0,0.0264,0,,20,7,low,D
1703,137,advanced,8,51,0,0.82,0.93,0.0042,1,77.36,3,22,low,B
1704,27,beginner,18,181,0,0.42,0.59,0.0073,1,19.32,47,1,low,D
1705,136,intermediate,10,52,0,0.6,0.79,0.0097,1,43.93,42,20,low,D
1706,174,advanced,21,176,0,0.83,0.92,0.0016,1,55.13,10,20,low,C
1707,140,intermediate,19,215,0,0.31,0.64,0.0115,1,51.14,9,12,low,C
1708,199,beginner,12,82,0,0.67,0.94,0.0235,1,-6.73,6,6,low,D
1709,159,intermediate,7,187,0,0.36,0.63,0.01,1,43.66,8,6,low,D
1710,22,beginner,6,121,0,0.88,1.0,0.0118,1,7.47,30,22,low,D
1711,185,intermediate,9,20,0,0.8,0.89,0.0066,1,49.4,10,30,low,D
1712,168,beginner,20,23,0,0.61,0.88,0.0236,1,-9.6,25,9,low,D
1713,130,beginner,6,176,0,0.78,1.0,0.0193,0,,44,2,low,D
1714,121,beginner,12,32,0,0.43,0.68,0.0169,1,7.55,5,19,low,D
1715,104,advanced,19,178,0,0.53,0.6,0.0018,1,82.63,16,22,low,A
1716,139,advanced,13,189,0,0.64,0.72,0.0017,0,,49,17,low,B
1717,102,intermediate,15,64,0,0.61,0.7,0.0057,1,50.11,28,3,low,C
1718,155,beginner,16,113,0,0.61,1.0,0.0294,1,28.83,17,26,low,D
1719,29,beginner,16,154,0,0.78,1.0,0.033,0,,2,15,low,B
1720,156,intermediate,15,161,0,0.6,0.74,0.0054,1,33.07,37,6,low,D
1721,85,beginner,20,177,0,0.87,1.0,0.0111,0,,6,9,low,C
1722,56,advanced,17,67,0,0.35,0.4,0.0008,1,53.58,19,26,low,C
1723,62,beginner,7,99,0,0.83,1.0,0.0254,1,20.28,17,13,low,D
1724,84,beginner,6,124,0,0.63,0.9,0.0171,0,,16,22,low,D
1725,145,advanced,12,97,0,0.71,0.77,0.0009,0,,2,26,low,B
1726,70,advanced,10,96,0,0.53,0.63,0.0015,1,42.81,0,25,low,D
1727,118,beginner,20,23,0,0.87,0.99,0.0074,1,4.88,27,16,low,D
1728,66,beginner,18,64,0,0.58,0.83,0.0267,1,13.59,43,25,low,D
1729,172,beginner,22,141,0,0.52,0.85,0.027,1,23.39,20,27,low,D
1730,119,beginner,20,119,0,0.43,0.82,0.0287,1,22.16,35,3,low,D
1731,5,beginner,7,80,0,0.73,1.0,0.0401,1,18.74,37,19,low,D
1732,123,advanced,10,93,0,0.49,0.59,0.003,1,77.67,20,13,low,B
1733,21,intermediate,13,21,0,0.72,0.86,0.0052,1,35.68,42,5,low,D
1734,74,advanced,16,239,0,0.61,0.69,0.0016,1,75.84,5,3,low,B
1735,192,advanced,9,58,0,0.58,0.66,0.0011,1,59.72,21,3,low,C
1736,19,beginner,18,74,0,0.58,0.83,0.0188,1,16.87,15,14,low,D
1737,107,advanced,8,84,0,0.4,0.47,0.0009,1,89.93,41,21,low,A
1738,48,intermediate,23,38,1,0.61,0.79,0.0107,1,56.6,8,22,low,C
1739,82,intermediate,19,169,0,0.87,0.97,0.0036,1,19.51,8,6,low,D
1740,74,advanced,11,30,0,0.27,0.31,0.0012,1,94.15,37,28,low,A
1741,94,advanced,17,31,0,0.47,0.56,0.0028,1,64.84,3,24,low,C
1742,189,advanced,13,140,0,0.3,0.37,0.0015,1,99.8,32,22,low,A
1743,128,beginner,11,104,0,0.82,1.0,0.0166,1,18.8,8,27,low,D
1744,39,advanced,17,102,0,0.33,0.39,0.001,1,84.78,22,12,low,A
1745,159,intermediate,23,211,1,0.53,0.73,0.0152,1,45.85,32,16,medium,D
1746,170,advanced,22,25,0,0.47,0.52,0.0012,1,75.96,28,14,low,B
1747,165,advanced,19,119,0,0.32,0.4,0.003,1,79.14,18,16,low,B
1748,93,beginner,10,171,0,0.58,0.97,0.0268,1,37.87,48,17,low,D
1749,116,advanced,19,67,0,0.72,0.77,0.0012,1,72.11,24,7,low,B
1750,126,advanced,21,138,0,0.68,0.74,0.0011,1,50.07,48,21,low,C
1751,174,advanced,14,50,0,0.74,0.8,0.001,1,78.66,31,27,low,B
1752,150,advanced,7,81,0,0.45,0.53,0.0022,1,71.04,45,2,low,B
1753,94,advanced,9,52,0,0.7,0.77,0.0012,1,76.86,33,1,low,B
1754,138,advanced,16,58,0,0.81,0.87,0.0008,1,69.34,3,1,low,B
1755,54,intermediate,20,195,0,0.42,0.58,0.006,1,44.11,0,15,low,D
1756,61,advanced,14,24,0,0.86,0.91,0.0014,0,,11,22,low,B
1757,45,beginner,8,138,0,0.6,0.98,0.0299,1,13.96,44,21,low,D
1758,165,advanced,18,23,0,0.7,0.74,0.0012,0,,16,9,low,B
1759,125,advanced,14,177,0,0.8,0.86,0.0015,0,,20,18,low,A
1760,98,beginner,8,121,0,0.36,0.76,0.0467,0,,4,24,low,C
1761,97,intermediate,8,70,0,0.78,0.89,0.0061,1,5.38,30,13,low,D
1762,23,intermediate,18,54,0,0.77,0.89,0.0063,1,33.1,17,23,low,D
1763,194,intermediate,16,70,0,0.74,0.96,0.0106,1,27.88,46,1,low,D
1764,12,advanced,23,211,1,0.73,0.79,0.0011,1,64.63,30,3,high,C
1765,74,advanced,23,98,1,0.55,0.63,0.002,1,73.39,20,26,low,B
1766,53,beginner,22,98,0,0.91,1.0,0.0054,1,15.18,30,20,low,D
1767,148,advanced,14,171,0,0.78,0.87,0.0012,1,59.02,10,12,low,C
1768,85,beginner,11,65,0,0.79,1.0,0.0106,0,,10,19,low,B
1769,4,advanced,14,147,0,0.38,0.5,0.0025,1,64.59,30,4,low,C
1770,120,advanced,12,58,0,0.7,0.77,0.0026,1,82.91,10,12,low,A
1771,139,advanced,10,146,0,0.48,0.56,0.0013,0,,34,18,low,B
1772,88,intermediate,7,232,0,0.57,0.79,0.0113,0,,15,30,low,A
1773,5,beginner,13,124,0,0.49,0.74,0.0225,1,28.74,20,25,low,D
1774,164,intermediate,17,204,0,0.39,0.56,0.0148,1,65.96,15,8,low,B
1775,28,advanced,17,24,0,0.53,0.6,0.0023,0,,7,3,low,A
1776,2,beginner,21,62,0,0.64,0.92,0.0247,1,10.77,47,7,low,D
1777,140,intermediate,8,153,0,0.72,0.84,0.0046,1,28.65,14,18,low,D
1778,170,advanced,13,53,0,0.58,0.64,0.0011,0,,25,12,low,B
1779,123,advanced,10,66,0,0.43,0.49,0.0022,0,,12,18,low,C
1780,187,beginner,21,147,0,0.58,0.79,0.0123,1,13.64,39,4,low,D
1781,4,advanced,6,149,0,0.32,0.43,0.0023,1,87.69,29,18,low,A
1782,132,intermediate,11,62,0,0.56,0.67,0.0066,1,36.33,31,12,low,D
1783,105,beginner,19,102,0,0.62,0.98,0.0477,1,28.65,4,4,low,D
1784,160,advanced,12,26,0,0.6,0.66,0.0008,0,,21,18,low,A
1785,191,beginner,11,239,0,0.55,0.77,0.0124,1,4.55,11,6,low,D
1786,69,advanced,12,84,0,0.64,0.69,0.0012,1,57.07,30,1,low,C
1787,164,intermediate,19,231,0,0.84,1.0,0.0094,1,38.77,11,8,medium,D
1788,33,beginner,19,21,0,0.53,0.74,0.0169,1,11.33,0,28,low,D
1789,42,beginner,14,143,0,0.5,0.7,0.0109,0,,19,2,low,D
1790,185,intermediate,22,41,0,0.6,0.71,0.0045,1,58.84,3,7,low,C
1791,57,advanced,20,226,0,0.67,0.77,0.0025,0,,26,1,low,B
1792,115,intermediate,11,224,0,0.43,0.63,0.0095,1,39.1,36,23,low,D
1793,92,beginner,12,164,0,0.61,0.93,0.0228,0,,26,7,low,B
1794,170,advanced,21,96,0,0.44,0.5,0.0011,1,49.18,38,16,low,D
1795,32,intermediate,12,144,0,0.79,0.91,0.0053,0,,30,5,low,C
1796,33,beginner,9,225,0,0.66,0.94,0.0141,1,19.37,19,26,low,D
1797,194,intermediate,20,173,0,0.4,0.55,0.0055,1,46.86,41,26,low,D
1798,184,beginner,14,72,0,0.53,0.91,0.0602,1,33.23,29,2,low,D
1799,26,advanced,23,233,1,0.67,0.74,0.0012,1,59.61,20,30,medium,C
1800,154,beginner,21,86,0,0.76,1.0,0.0206,0,,46,5,low,B
1801,174,advanced,6,93,0,0.83,0.89,0.0011,0,,46,16,low,A
1802,164,intermediate,20,157,0,0.65,0.81,0.0063,0,,5,20,low,B
1803,102,intermediate,12,107,0,0.53,0.75,0.0141,1,67.55,45,9,low,B
1804,159,intermediate,11,166,0,0.55,0.71,0.007,0,,2,14,low,C
1805,90,advanced,23,238,1,0.28,0.38,0.0026,0,,14,0,medium,B
1806,1,advanced,12,176,0,0.75,0.81,0.001,0,,3,30,low,C
1807,173,advanced,21,203,0,0.54,0.6,0.0013,0,,27,29,low,A
1808,125,advanced,6,220,0,0.39,0.47,0.0017,1,74.18,50,18,low,B
1809,111,intermediate,11,52,0,0.66,0.75,0.0037,1,46.49,26,11,low,D
1810,61,advanced,20,64,0,0.82,0.87,0.0012,1,61.41,43,18,low,C
1811,158,intermediate,17,110,0,0.53,0.7,0.0074,0,,6,2,low,C
1812,30,beginner,18,239,0,0.45,0.96,0.0302,0,,11,12,low,C
1813,110,advanced,18,27,0,0.56,0.67,0.005,0,,37,16,low,A
1814,96,intermediate,8,230,0,0.61,0.77,0.0058,1,51.18,32,0,low,C
1815,175,advanced,8,49,0,0.4,0.46,0.0013,1,88.65,44,15,low,A
1816,38,intermediate,21,49,0,0.38,0.48,0.0068,0,,14,3,low,C
1817,106,intermediate,7,226,0,0.9,1.0,0.0042,1,41.06,43,6,medium,D
1818,129,advanced,22,220,0,0.55,0.65,0.0019,1,68.54,9,9,low,B
1819,174,advanced,12,71,0,0.64,0.7,0.0009,1,60.01,12,7,low,C
1820,199,beginner,19,80,0,0.52,0.84,0.0262,0,,0,30,low,B
1821,3,advanced,17,233,0,0.56,0.67,0.0019,1,50.91,0,25,low,C
1822,8,beginner,23,134,1,0.59,0.84,0.0175,1,24.21,19,19,low,D
1823,34,advanced,6,62,0,0.35,0.42,0.0019,1,79.01,40,2,low,B
1824,144,beginner,19,67,0,0.4,0.53,0.0078,1,30.05,7,16,low,D
1825,83,advanced,17,222,0,0.33,0.39,0.0013,1,79.83,31,7,low,B
1826,184,beginner,11,48,0,0.64,0.78,0.0106,1,40.33,7,14,low,D
1827,157,beginner,7,108,0,0.5,0.69,0.0128,0,,34,11,low,C
1828,93,beginner,14,149,0,0.89,1.0,0.0099,1,13.57,14,29,low,D
1829,123,advanced,8,141,0,0.35,0.48,0.0027,0,,37,30,low,A
1830,50,intermediate,14,46,0,0.58,0.77,0.0082,1,62.47,29,29,low,C
1831,185,intermediate,20,158,0,0.86,1.0,0.0086,1,51.41,20,26,low,C
1832,164,intermediate,19,225,0,0.51,0.65,0.0057,1,48.05,2,6,low,D
1833,14,intermediate,10,98,0,0.82,0.94,0.0057,1,5.07,10,23,low,D
1834,170,advanced,17,176,0,0.33,0.42,0.0013,1,42.99,29,29,low,D
1835,137,advanced,11,84,0,0.64,0.72,0.0019,1,59.65,1,12,low,C
1836,150,advanced,18,60,0,0.42,0.48,0.0012,1,94.99,21,1,low,A
1837,57,advanced,10,116,0,0.71,0.82,0.003,0,,18,7,low,A
1838,137,advanced,6,164,0,0.32,0.44,0.0029,1,75.39,41,22,low,B
1839,107,advanced,22,22,0,0.26,0.32,0.0009,1,76.83,32,26,low,B
1840,152,advanced,19,176,0,0.81,0.87,0.0009,0,,2,22,low,B
1841,37,advanced,11,21,0,0.29,0.37,0.0019,1,67.83,4,16,low,B
1842,136,intermediate,15,109,0,0.35,0.45,0.0042,0,,20,21,low,C
1843,27,beginner,18,20,0,0.76,0.87,0.0106,0,,48,10,low,C
1844,71,advanced,6,221,0,0.44,0.54,0.0015,0,,24,30,low,A
1845,160,advanced,18,161,0,0.58,0.64,0.001,1,72.86,13,23,low,B
1846,121,beginner,14,59,0,0.42,0.62,0.0132,1,26.38,14,6,low,D
1847,161,intermediate,9,43,0,0.65,0.86,0.0153,1,51.13,18,17,low,C
1848,119,beginner,14,115,0,0.74,1.0,0.0164,1,6.07,10,14,low,D
1849,28,advanced,12,163,0,0.38,0.46,0.0018,1,64.43,8,20,low,C
1850,121,beginner,9,106,0,0.86,1.0,0.0191,1,12.69,9,22,low,D
1851,133,advanced,11,231,0,0.67,0.75,0.0015,1,74.07,17,23,low,B
1852,82,intermediate,17,97,0,0.42,0.58,0.0101,1,26.28,39,1,low,D
1853,51,beginner,18,130,0,0.85,1.0,0.0141,0,,38,0,low,B
1854,76,beginner,16,121,0,0.61,0.92,0.0379,1,27.34,35,11,low,D
1855,106,intermediate,17,219,0,0.72,0.93,0.0108,0,,25,30,medium,C
1856,13,beginner,18,160,0,0.51,0.75,0.0172,1,22.94,2,28,low,D
1857,173,advanced,20,51,0,0.68,0.73,0.0011,0,,17,12,low,A
1858,144,beginner,17,62,0,0.89,1.0,0.0069,1,5.01,42,3,low,D
1859,191,beginner,8,47,0,0.46,0.63,0.0173,1,41.05,26,25,low,D
1860,22,beginner,13,85,0,0.78,1.0,0.0181,0,,47,17,low,D
1861,161,intermediate,14,141,0,0.74,0.88,0.0049,1,40.62,6,13,low,D
1862,58,beginner,18,226,0,0.47,0.81,0.0277,0,,21,28,low,B
1863,198,beginner,19,139,0,0.59,0.84,0.0185,1,13.16,1,2,low,D
1864,22,beginner,12,238,0,0.48,0.8,0.0215,1,25.75,38,19,low,D
1865,126,advanced,17,163,0,0.63,0.71,0.0022,0,,45,8,low,B
1866,169,beginner,12,103,0,0.52,0.87,0.0305,1,25.69,21,20,low,D
1867,79,beginner,23,37,1,0.86,1.0,0.0062,0,,4,9,medium,D
1868,185,intermediate,18,97,0,0.43,0.54,0.0047,1,43.4,31,3,low,D
1869,26,advanced,15,131,0,0.72,0.77,0.0011,1,42.18,25,14,low,D
1870,114,beginner,9,116,0,0.71,1.0,0.028,1,30.23,50,14,low,D
1871,93,beginner,15,71,0,0.41,0.67,0.017,1,37.4,45,9,low,D
1872,126,advanced,21,167,0,0.79,0.87,0.0018,0,,34,18,low,A
1873,47,beginner,13,216,0,0.54,0.89,0.0385,0,,8,13,low,B
1874,73,beginner,10,98,0,0.79,1.0,0.0283,0,,42,24,low,C
1875,78,intermediate,6,130,0,0.75,1.0,0.0128,0,,3,20,low,B
1876,14,intermediate,12,199,0,0.43,0.54,0.0044,1,26.81,17,23,low,D
1877,45,beginner,23,235,1,0.58,0.98,0.0253,1,-4.03,17,12,medium,D
1878,21,intermediate,10,92,0,0.85,1.0,0.0072,0,,21,10,low,C
1879,15,intermediate,17,44,0,0.61,0.74,0.0051,1,27.22,43,26,low,D
1880,76,beginner,11,96,0,0.71,0.92,0.0124,1,11.14,36,30,low,D
1881,195,advanced,14,88,0,0.39,0.45,0.0014,1,44.37,22,19,low,D
1882,154,beginner,16,190,0,0.89,1.0,0.0162,1,19.62,5,7,medium,D
1883,197,beginner,17,171,0,0.32,0.68,0.0319,1,30.94,19,2,low,D
1884,182,advanced,23,129,1,0.59,0.65,0.0013,1,63.01,11,5,low,C
1885,162,intermediate,19,169,0,0.57,0.83,0.0131,0,,0,6,low,C
1886,139,advanced,13,20,0,0.6,0.67,0.0044,1,72.72,2,21,low,B
1887,25,advanced,6,191,0,0.81,0.93,0.0024,1,59.91,31,25,medium,C
1888,3,advanced,6,103,0,0.53,0.64,0.0036,1,64.94,14,1,low,C
1889,89,advanced,8,64,0,0.77,0.84,0.0013,1,79.11,18,20,low,B
1890,67,advanced,23,201,1,0.49,0.57,0.0027,1,75.13,30,26,medium,B
1891,179,intermediate,9,78,0,0.84,1.0,0.0129,1,42.39,4,27,low,D
1892,186,advanced,15,143,0,0.33,0.38,0.001,1,89.65,34,2,low,A
1893,84,beginner,17,191,0,0.43,0.61,0.0123,1,15.26,26,10,low,D
1894,36,intermediate,6,233,0,0.61,0.8,0.0089,1,40.12,34,4,low,D
1895,136,intermediate,21,58,0,0.6,0.75,0.0056,1,41.25,22,17,low,D
1896,161,intermediate,12,82,0,0.74,0.86,0.005,0,,11,2,low,C
1897,166,intermediate,12,172,0,0.88,1.0,0.005,1,25.73,32,27,low,D
1898,184,beginner,12,77,0,0.76,1.0,0.0152,0,,28,30,low,B
1899,5,beginner,13,75,0,0.45,0.65,0.0156,0,,7,23,low,C
1900,138,advanced,21,44,0,0.57,0.65,0.0019,0,,24,12,low,B
1901,82,intermediate,19,117,0,0.82,0.97,0.0106,0,,44,7,low,B
1902,80,advanced,17,164,0,0.55,0.63,0.002,0,,33,1,low,A
1903,106,intermediate,19,39,0,0.89,1.0,0.0059,1,41.86,19,11,low,D
1904,16,intermediate,11,157,0,0.43,0.77,0.0121,1,37.23,17,29,low,D
1905,79,beginner,18,239,0,0.62,0.85,0.0122,1,15.99,43,3,low,D
1906,1,advanced,8,230,0,0.29,0.36,0.001,1,90.39,8,29,low,A
1907,154,beginner,23,55,1,0.39,0.66,0.0277,1,31.86,43,24,low,D
1908,93,beginner,12,164,0,0.89,1.0,0.0063,0,,36,25,low,B
1909,103,advanced,22,92,0,0.36,0.43,0.0014,1,71.34,47,6,low,B
1910,191,beginner,19,54,0,0.86,1.0,0.0165,0,,48,17,low,C
1911,65,beginner,13,234,0,0.75,1.0,0.0369,1,13.75,33,6,medium,D
1912,139,advanced,21,114,0,0.6,0.69,0.0019,1,54.84,0,2,low,C
1913,16,intermediate,7,32,0,0.5,0.6,0.0077,1,34.65,36,3,low,D
1914,190,advanced,11,152,0,0.45,0.58,0.0022,1,70.35,31,2,low,B
1915,26,advanced,6,23,0,0.62,0.67,0.0008,1,56.93,39,24,low,C
1916,64,advanced,9,38,0,0.58,0.62,0.0014,1,64.75,27,21,low,C
1917,34,advanced,19,195,0,0.77,0.86,0.0027,1,56.73,0,28,medium,C
1918,50,intermediate,18,118,0,0.59,0.8,0.0111,1,53.9,18,19,low,C
1919,148,advanced,17,174,0,0.71,0.79,0.0016,1,69.63,40,16,low,B
1920,138,advanced,8,237,0,0.6,0.71,0.0022,0,,21,27,low,A
1921,89,advanced,19,133,0,0.8,0.91,0.0037,1,67.52,0,10,low,B
1922,166,intermediate,7,34,0,0.3,0.49,0.0118,1,46.33,30,7,low,D
1923,150,advanced,19,90,0,0.55,0.65,0.0021,1,105.88,29,12,low,A
1924,2,beginner,14,203,0,0.58,0.87,0.0142,1,23.67,5,29,low,D
1925,41,beginner,23,98,1,0.89,1.0,0.0192,1,-3.63,45,3,medium,D
1926,24,intermediate,20,187,0,0.72,0.96,0.0126,1,23.82,10,10,medium,D
1927,53,beginner,14,199,0,0.43,0.75,0.0235,1,23.44,45,17,low,D
1928,102,intermediate,20,219,0,0.39,0.64,0.012,1,57.38,45,28,low,C
1929,30,beginner,9,194,0,0.53,0.79,0.0183,1,18.41,49,2,low,D
1930,10,intermediate,6,227,0,0.83,0.98,0.0055,1,63.45,17,14,medium,C
1931,101,beginner,21,71,0,0.55,0.8,0.0121,0,,15,18,low,C
1932,159,intermediate,17,145,0,0.4,0.58,0.006,0,,22,1,low,C
1933,156,intermediate,19,147,0,0.71,0.85,0.0054,1,46.5,22,19,low,D
1934,77,advanced,13,79,0,0.29,0.37,0.0017,0,,32,25,low,B
1935,60,beginner,20,17,0,0.24,0.36,0.0203,0,,23,1,low,C
1936,46,advanced,9,174,0,0.83,0.92,0.0013,1,68.33,31,13,low,B
1937,7,intermediate,7,113,0,0.27,0.49,0.0174,1,55.48,5,26,low,C
1938,72,beginner,23,189,1,0.91,1.0,0.0225,1,14.74,33,22,high,D
1939,48,intermediate,20,190,0,0.54,0.77,0.0111,1,49.81,28,17,low,D
1940,134,beginner,15,199,0,0.66,0.88,0.0168,1,-0.61,24,29,low,D
1941,120,advanced,13,200,0,0.3,0.38,0.0015,1,90.9,47,24,low,A
1942,173,advanced,14,23,0,0.73,0.77,0.0004,1,62.1,0,12,low,C
1943,76,beginner,8,123,0,0.39,0.79,0.0376,1,24.01,9,25,low,D
1944,147,beginner,20,156,0,0.71,0.98,0.0148,0,,16,25,low,C
1945,10,intermediate,15,94,0,0.35,0.53,0.0137,1,54.73,23,14,low,C
1946,43,intermediate,8,81,0,0.63,0.89,0.0128,1,26.47,44,25,low,D
1947,185,intermediate,7,180,0,0.4,0.57,0.0092,1,69.2,30,12,low,B
1948,16,intermediate,23,33,1,0.75,0.88,0.0073,0,,35,5,medium,A
1949,33,beginner,20,65,0,0.48,0.67,0.0115,0,,7,3,low,C
1950,89,advanced,16,191,0,0.41,0.49,0.0014,1,76.46,18,19,low,B
1951,45,beginner,15,97,0,0.81,1.0,0.0231,1,0.1,46,13,low,D
1952,176,beginner,18,28,0,0.46,0.76,0.0358,1,23.1,12,10,low,D
1953,22,beginner,12,67,0,0.68,0.91,0.0182,0,,14,2,low,C
1954,158,intermediate,7,155,0,0.82,0.99,0.0044,1,35.78,25,5,low,D
1955,22,beginner,19,89,0,0.86,1.0,0.0119,0,,41,30,low,C
1956,180,advanced,7,22,0,0.69,0.74,0.002,1,59.81,24,16,low,C
1957,65,beginner,14,64,0,0.78,1.0,0.0261,0,,31,6,low,C
1958,155,beginner,16,201,0,0.37,0.65,0.0164,0,,47,0,low,C
1959,78,intermediate,22,203,0,0.7,0.96,0.0106,1,42.02,44,30,low,D
1960,51,beginner,21,103,0,0.53,0.83,0.0194,1,36.32,11,19,low,D
1961,107,advanced,14,60,0,0.44,0.53,0.0037,1,80.03,38,18,low,A
1962,197,beginner,18,210,0,0.71,0.93,0.0107,1,2.77,12,2,medium,D
1963,114,beginner,6,40,0,0.54,0.72,0.0118,1,12.58,15,8,low,D
1964,103,advanced,17,96,0,0.53,0.58,0.0014,0,,2,6,low,A
1965,145,advanced,22,166,0,0.68,0.79,0.0015,1,40.57,9,21,low,D
1966,172,beginner,14,24,0,0.36,0.51,0.0061,1,29.81,41,29,low,D
1967,12,advanced,10,130,0,0.65,0.71,0.0013,1,83.07,7,8,low,A
1968,64,advanced,21,240,0,0.83,0.95,0.0024,0,,28,21,medium,B
1969,143,intermediate,17,41,0,0.66,0.81,0.0115,1,39.89,11,20,low,D
1970,97,intermediate,19,19,0,0.53,0.65,0.007,1,25.33,29,16,low,D
1971,119,beginner,15,150,0,0.66,1.0,0.0421,1,5.88,37,11,low,D
1972,144,beginner,10,226,0,0.55,0.99,0.036,1,15.29,42,25,low,D
1973,24,intermediate,16,118,0,0.69,0.9,0.009,0,,28,2,low,B
1974,25,advanced,7,161,0,0.43,0.49,0.0017,0,,42,22,low,B
1975,78,intermediate,23,18,1,0.34,0.5,0.0109,0,,5,22,low,B
1976,120,advanced,9,168,0,0.33,0.41,0.0026,1,81.7,7,13,low,A
1977,21,intermediate,17,67,0,0.85,0.97,0.0061,0,,2,19,low,B
1978,51,beginner,13,122,0,0.59,0.85,0.0243,0,,42,0,low,B
1979,177,intermediate,9,166,0,0.75,0.98,0.0149,1,28.3,25,2,low,D
1980,101,beginner,16,86,0,0.39,0.68,0.0341,1,16.89,38,19,low,D
1981,165,advanced,12,47,0,0.46,0.52,0.0011,0,,14,15,low,A
1982,199,beginner,22,19,0,0.63,0.79,0.0201,0,,10,28,low,B
1983,93,beginner,10,121,0,0.47,0.83,0.0263,1,25.52,26,16,low,D
1984,21,intermediate,22,132,0,0.31,0.49,0.008,1,49.17,41,10,low,D
1985,6,intermediate,21,234,0,0.44,0.56,0.0045,0,,0,4,low,C
1986,121,beginner,23,83,1,0.88,1.0,0.0106,1,9.77,26,21,medium,D
1987,140,intermediate,14,132,0,0.76,0.91,0.0068,0,,22,26,low,B
1988,186,advanced,6,199,0,0.61,0.68,0.001,0,,2,27,low,A
1989,52,advanced,16,212,0,0.54,0.6,0.001,1,72.48,13,0,low,B
1990,152,advanced,22,199,0,0.45,0.52,0.0008,1,88.01,24,1,low,A
1991,80,advanced,19,134,0,0.58,0.7,0.0027,1,85.77,36,5,low,A
1992,122,intermediate,10,170,0,0.46,0.76,0.0102,1,46.44,10,12,low,D
1993,27,beginner,18,125,0,0.42,0.76,0.0271,1,20.74,14,18,low,D
1994,113,advanced,7,157,0,0.27,0.37,0.0024,0,,47,26,low,B
1995,62,beginner,22,15,0,0.61,0.82,0.028,1,14.27,25,13,low,D
1996,54,intermediate,14,93,0,0.42,0.58,0.0067,1,45.45,21,28,low,D
1997,83,advanced,17,121,0,0.77,0.83,0.001,1,61.67,27,14,low,C
1998,154,beginner,23,41,1,0.41,0.8,0.051,1,41.85,10,21,low,D
1999,98,beginner,6,70,0,0.68,0.84,0.0109,1,13.2,5,26,low,D
